Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Hana,2021-09-30 16:32:32,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Midnight Mass,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-30 12:14:11,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Midnight Mass,GMAIL.COM,,,,0
Hana,2021-09-23 13:52:01,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Squid Game,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-23 13:52:01,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Squid Game,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-22 11:36:00,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Midnight Mass,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-22 11:35:57,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Midnight Mass,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-19 11:16:42,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,The Nun,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-19 11:16:37,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,The Nun,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-18 10:06:14,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,Minions,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-18 10:03:40,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Minions,GMAIL.COM,,,,0
Hana,2021-09-16 10:33:43,PUSH_COMING_SOON,PUSH,FR,fr,fr,,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-16 10:33:38,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-15 11:14:34,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Nightbooks,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-15 10:39:36,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Nightbooks,GMAIL.COM,,,,0
Hana,2021-09-11 10:11:23,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Mad Dog,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-11 10:11:21,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Mad Dog,GMAIL.COM,,,,0
Hana,2021-09-10 11:43:11,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Kate,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-10 11:43:10,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Kate,GMAIL.COM,,,,0
Hana,2021-09-09 16:14:39,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,The Women and the Murderer,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-09 10:32:35,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,The Women and the Murderer,GMAIL.COM,,,,0
Hana,2021-09-08 11:50:34,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,JJ+E,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-08 11:50:34,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,JJ+E,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-05 11:31:21,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,H2O: Just Add Water,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-05 11:31:18,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,H2O: Just Add Water,GMAIL.COM,,2021-09-06 19:12:07,samsung_SM-A520F,1
Hana,2021-09-03 12:01:03,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,Money Heist,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-03 12:01:03,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,FR,fr,fr,Money Heist,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-01 11:36:53,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,FR,fr,fr,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-09-01 11:36:52,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-08-30 13:38:14,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,He's All That,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-08-30 13:38:14,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,He's All That,GMAIL.COM,https://www.netflix.com/title/81446038?trkid=13710079&MSG_TITLE=81446038&lnktrk=EMP&g=A80C088540DF4077E7707DB9DD16295D64553A64&lkid=PRIMARY&source=pnums,2021-08-30 13:53:17,samsung_SM-A520F,1
Hana,2021-08-15 11:53:16,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,FR,,,It's Okay to Not Be Okay,GMAIL.COM,,,APPLE_iPhone8-1,0
Hana,2021-08-15 11:53:16,PUSH_THUMBS_SHORT_PLAY,PUSH,FR,fr,fr,It's Okay to Not Be Okay,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-08-13 16:25:07,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,The Kissing Booth 3,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-08-13 16:09:38,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,The Kissing Booth 3,GMAIL.COM,,,,0
Hana,2021-08-13 11:19:32,PUSH_THUMBS_LONG_PLAY,PUSH,FR,fr,fr,A Christmas Prince,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-08-13 11:19:31,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,A Christmas Prince,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-08-09 10:40:33,PUSH_COMING_SOON,PUSH,FR,fr,fr,The Kissing Booth 3,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-08-09 10:40:31,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,The Kissing Booth 3,GMAIL.COM,,,,0
Hana,2021-07-29 10:55:36,PUSH_WATCH_IT_AGAIN,PUSH,FR,fr,fr,Saint Seiya: The Hades Chapter,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-29 10:55:29,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,FR,,,Saint Seiya: The Hades Chapter,GMAIL.COM,,,,0
Hana,2021-07-29 10:42:25,PUSH_WHAT_TO_WATCH_SUGGESTIONS_HIGHLANDER,PUSH,FR,fr,fr,Sense8,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-29 10:42:19,INAPP_WHAT_TO_WATCH_SUGGESTIONS_HIGHLANDER,NOTIFICATIONS,FR,,,Sense8,GMAIL.COM,,,,0
Hana,2021-07-28 11:36:32,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Resort to Love,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-28 11:36:16,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Resort to Love,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-27 11:02:13,PUSH_TOP_10,PUSH,FR,fr,fr,Blood Red Sky,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-27 11:01:30,INAPP_TOP_10,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Hana,2021-07-19 10:26:41,PUSH_TOP_10,PUSH,FR,fr,fr,Never Have I Ever,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-19 10:26:33,INAPP_TOP_10,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Hana,2021-07-05 11:51:34,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Virgin River,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-05 11:51:34,PUSH_COMING_SOON,PUSH,FR,fr,fr,Virgin River,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-01 11:14:39,PUSH_THUMBS_LONG_PLAY,PUSH,FR,fr,fr,High Seas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-07-01 11:14:38,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,High Seas,GMAIL.COM,,,firefox-cadmium,0
Hana,2021-06-29 10:47:08,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,The A List,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-06-29 10:47:07,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,The A List,GMAIL.COM,,,,0
Hana,2021-06-22 10:44:38,PUSH_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,PUSH,FR,fr,fr,The Witcher,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-06-22 10:44:30,INAPP_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,NOTIFICATIONS,FR,,,The Witcher,GMAIL.COM,,,,0
Hana,2021-06-21 11:14:42,PUSH_TOP_10,PUSH,FR,fr,fr,Elite,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-06-21 11:14:29,INAPP_TOP_10,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Hana,2021-06-20 10:40:26,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,Suits,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-06-20 10:40:25,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Suits,GMAIL.COM,,,,0
Hana,2021-06-17 11:44:55,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,Attack on Titan,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-06-17 11:44:34,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Attack on Titan,GMAIL.COM,,,,0
Hana,2021-05-22 11:41:57,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,Who Killed Sara?,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-22 11:41:51,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Who Killed Sara?,GMAIL.COM,,,,0
Hana,2021-05-22 10:48:51,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,Who Killed Sara?,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-22 10:48:46,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Who Killed Sara?,GMAIL.COM,,,,0
Hana,2021-05-17 11:51:12,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,FR,,,Attack on Titan,GMAIL.COM,,,,0
Hana,2021-05-17 11:51:12,PUSH_THUMBS_SHORT_PLAY,PUSH,FR,fr,fr,Attack on Titan,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-16 10:33:24,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,PUSH,FR,fr,fr,Blumhouse's Truth or Dare: Extended Director's Cut,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-16 10:33:21,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,NOTIFICATIONS,FR,,,Blumhouse's Truth or Dare: Extended Director's Cut,GMAIL.COM,,,,0
Hana,2021-05-15 11:29:09,INAPP_TOP_10,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Hana,2021-05-15 11:29:09,PUSH_TOP_10,PUSH,FR,fr,fr,Jupiter's Legacy,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-15 10:07:25,INAPP_WHAT_TO_WATCH_SUGGESTIONS_HIGHLANDER,NOTIFICATIONS,FR,,,The Mitchells vs. The Machines,GMAIL.COM,,,,0
Hana,2021-05-15 10:07:25,PUSH_WHAT_TO_WATCH_SUGGESTIONS_HIGHLANDER,PUSH,FR,fr,fr,The Mitchells vs. The Machines,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-13 10:16:38,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,Coco,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-13 10:16:35,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Coco,GMAIL.COM,,,,0
Hana,2021-05-10 10:48:56,PUSH_COMING_SOON,PUSH,FR,fr,fr,Who Killed Sara?,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-10 10:48:31,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Who Killed Sara?,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-09 10:18:24,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Jupiter's Legacy,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-09 10:14:19,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Jupiter's Legacy,GMAIL.COM,,,,0
Hana,2021-05-05 11:44:01,PUSH_TOP_10,PUSH,FR,fr,fr,Shadow and Bone,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-05 10:58:26,INAPP_TOP_10,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Hana,2021-05-04 11:23:28,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,PUSH,FR,fr,fr,Love and Monsters,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-04 11:23:17,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,NOTIFICATIONS,FR,,,Love and Monsters,GMAIL.COM,,,,0
Hana,2021-05-01 10:48:43,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,Attack on Titan,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-05-01 10:42:40,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Attack on Titan,GMAIL.COM,,,,0
Hana,2021-04-22 11:07:05,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Zero,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-04-22 10:47:31,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Zero,GMAIL.COM,,,,0
Hana,2021-04-21 12:45:34,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Shadow and Bone,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-04-21 12:43:39,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Shadow and Bone,GMAIL.COM,,,,0
Hana,2021-04-20 10:38:02,PUSH_WATCH_IT_AGAIN,PUSH,FR,fr,fr,The 100,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-04-20 10:37:45,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,FR,,,The 100,GMAIL.COM,,,,0
Hana,2021-04-19 12:23:33,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Zero,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-04-19 11:23:49,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Zero,GMAIL.COM,,,,0
Hana,2021-04-18 10:54:54,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Love and Monsters,GMAIL.COM,,,,0
Hana,2021-04-18 10:54:54,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Love and Monsters,GMAIL.COM,https://www.netflix.com/title/81277430?trkid=13710079&MSG_TITLE=81277430&lnktrk=EMP&g=A185579E098D228412CAC1A5E097343564558E25&lkid=PRIMARY&source=pnums,2021-04-18 11:09:03,samsung_SM-A520F,1
Hana,2021-04-15 11:12:36,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,Athlete A,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-04-15 10:48:50,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Athlete A,GMAIL.COM,,,,0
Hana,2021-03-12 12:08:19,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,YES DAY,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-03-12 12:08:18,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,YES DAY,GMAIL.COM,,,,0
Hana,2021-03-05 12:52:47,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,Hunter X Hunter (2011),GMAIL.COM,,,,0
Hana,2021-03-05 12:52:47,PUSH_THUMBS_LONG_PLAY,PUSH,FR,fr,fr,Hunter X Hunter (2011),GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-03-01 11:41:12,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,FR,fr,fr,Attack on Titan,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-03-01 11:41:09,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,Attack on Titan,GMAIL.COM,,,,0
Hana,2021-02-26 11:47:28,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Attack on Titan,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-02-26 11:47:28,PUSH_COMING_SOON,PUSH,FR,fr,fr,Attack on Titan,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-02-16 15:33:14,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Animals on the Loose: A You vs. Wild Movie,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-02-16 12:24:24,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Animals on the Loose: A You vs. Wild Movie,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-02-09 13:52:52,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Squared Love,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-02-09 13:52:52,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Squared Love,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-01-17 11:55:36,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,DC's Legends of Tomorrow,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-01-17 11:48:10,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,DC's Legends of Tomorrow,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-01-08 12:16:30,PUSH_THUMBS_LONG_PLAY,PUSH,FR,fr,fr,Chilling Adventures of Sabrina,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2021-01-08 12:10:27,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,Chilling Adventures of Sabrina,GMAIL.COM,,,,0
Hana,2020-12-21 11:51:16,PUSH_COMING_SOON,PUSH,FR,fr,fr,Chilling Adventures of Sabrina,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-12-20 12:58:42,PUSH_THUMBS_LONG_PLAY,PUSH,FR,fr,fr,The Princess Switch: Switched Again,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-12-20 12:58:25,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,The Princess Switch: Switched Again,GMAIL.COM,,,,0
Hana,2020-12-20 12:34:04,PUSH_WATCH_IT_AGAIN,PUSH,FR,fr,fr,How to Get Away With Murder,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-12-20 12:26:20,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,FR,,,How to Get Away With Murder,GMAIL.COM,,,,0
Hana,2020-12-13 12:58:28,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,A California Christmas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-12-13 11:48:34,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,A California Christmas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-11-04 13:38:21,PUSH_BTN_DOWNLOAD,PUSH,FR,fr,fr,The Final Table,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-11-04 13:30:31,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Operation Christmas Drop,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-11-04 11:56:37,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,FR,,,The Final Table,GMAIL.COM,,,,0
Hana,2020-11-04 11:47:20,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Operation Christmas Drop,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-11-01 13:22:21,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Holidate,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-11-01 13:05:52,PUSH_WHAT_TO_WATCH_ROW_THEMES,PUSH,FR,fr,fr,Home for Christmas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-11-01 12:08:25,INAPP_WHAT_TO_WATCH_ROW_THEMES_HIGHLANDER,NOTIFICATIONS,FR,,,Home for Christmas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-11-01 11:52:19,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Holidate,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-26 11:46:31,PUSH_COMING_SOON,PUSH,FR,fr,fr,Holidate,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-20 12:11:31,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,Unsolved Mysteries,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-20 10:29:19,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Unsolved Mysteries,GMAIL.COM,,,,0
Hana,2020-10-17 12:42:54,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Unsolved Mysteries,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-17 11:52:26,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Unsolved Mysteries,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-14 13:18:50,PUSH_AFTERGLOW,PUSH,FR,fr,fr,Emily in Paris,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-14 13:07:53,PUSH_WHAT_TO_WATCH_ROW_THEMES,PUSH,FR,fr,fr,The OA,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-14 11:59:10,INAPP_AFTERGLOW,NOTIFICATIONS,FR,,,Emily in Paris,GMAIL.COM,,2020-10-15 19:19:17,samsung_SM-A520F,1
Hana,2020-10-14 11:34:15,INAPP_WHAT_TO_WATCH_ROW_THEMES_HIGHLANDER,NOTIFICATIONS,FR,,,The OA,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-10-12 12:30:39,PUSH_COMING_SOON,PUSH,FR,fr,fr,BLACKPINK: Light Up the Sky,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-09-14 12:54:24,PUSH_COMING_SOON,PUSH,FR,fr,fr,Enola Holmes,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-09-14 10:48:49,PUSH_WHAT_TO_WATCH_ROW_THEMES,PUSH,FR,fr,fr,Christmas Inheritance,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-09-14 10:07:33,INAPP_WHAT_TO_WATCH_ROW_THEMES_HIGHLANDER,NOTIFICATIONS,FR,,,Christmas Inheritance,GMAIL.COM,,,,0
Hana,2020-08-23 11:50:05,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,The Story of God with Morgan Freeman,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-21 12:14:39,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,The Sleepover,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-21 11:58:38,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,The Sleepover,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-19 13:29:50,PUSH_COMING_SOON,PUSH,FR,fr,fr,Lucifer,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-12 11:48:58,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Project Power,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-12 11:00:20,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Project Power,GMAIL.COM,,,samsung_SM-A520F,0
